location,date,vaccine,total_vaccinations
Lithuania,1/5/2021,Pfizer/BioNTech,10368
Lithuania,1/6/2021,Pfizer/BioNTech,13873
Lithuania,1/7/2021,Pfizer/BioNTech,18057
Lithuania,1/8/2021,Pfizer/BioNTech,23249
Lithuania,1/9/2021,Pfizer/BioNTech,23553
Lithuania,1/10/2021,Pfizer/BioNTech,23556
Lithuania,1/11/2021,Pfizer/BioNTech,25762
Lithuania,1/12/2021,Pfizer/BioNTech,27855
Lithuania,1/13/2021,Moderna,163
Lithuania,1/13/2021,Pfizer/BioNTech,33960
Lithuania,1/14/2021,Moderna,471
Lithuania,1/14/2021,Pfizer/BioNTech,42338
Lithuania,1/15/2021,Moderna,1043
Lithuania,1/15/2021,Pfizer/BioNTech,49101
Lithuania,1/16/2021,Moderna,1043
Lithuania,1/16/2021,Pfizer/BioNTech,50206
Lithuania,1/17/2021,Moderna,1044
Lithuania,1/17/2021,Pfizer/BioNTech,51337
Lithuania,1/18/2021,Moderna,1581
Lithuania,1/18/2021,Pfizer/BioNTech,55337
Lithuania,1/19/2021,Moderna,2077
Lithuania,1/19/2021,Pfizer/BioNTech,61136
Lithuania,1/20/2021,Moderna,2315
Lithuania,1/20/2021,Pfizer/BioNTech,64376
Lithuania,1/21/2021,Moderna,2375
Lithuania,1/21/2021,Pfizer/BioNTech,65865
Lithuania,1/22/2021,Moderna,2375
Lithuania,1/22/2021,Pfizer/BioNTech,66259
Lithuania,1/23/2021,Moderna,2375
Lithuania,1/23/2021,Pfizer/BioNTech,66267
Lithuania,1/24/2021,Moderna,2375
Lithuania,1/24/2021,Pfizer/BioNTech,66267
Lithuania,1/25/2021,Moderna,2375
Lithuania,1/25/2021,Pfizer/BioNTech,66372
Lithuania,1/26/2021,Moderna,2375
Lithuania,1/26/2021,Pfizer/BioNTech,69526
Lithuania,1/27/2021,Moderna,2375
Lithuania,1/27/2021,Pfizer/BioNTech,76436
Lithuania,1/28/2021,Moderna,2375
Lithuania,1/28/2021,Pfizer/BioNTech,83533
Lithuania,1/29/2021,Moderna,2375
Lithuania,1/29/2021,Pfizer/BioNTech,91601
Lithuania,1/30/2021,Moderna,2375
Lithuania,1/30/2021,Pfizer/BioNTech,92244
Lithuania,1/31/2021,Moderna,2375
Lithuania,1/31/2021,Pfizer/BioNTech,92252
Lithuania,2/1/2021,Moderna,2375
Lithuania,2/1/2021,Pfizer/BioNTech,95070
Lithuania,2/2/2021,Moderna,2697
Lithuania,2/2/2021,Oxford/AstraZeneca,2
Lithuania,2/2/2021,Pfizer/BioNTech,98582
Lithuania,2/3/2021,Moderna,3328
Lithuania,2/3/2021,Oxford/AstraZeneca,2
Lithuania,2/3/2021,Pfizer/BioNTech,104697
Lithuania,2/4/2021,Moderna,3910
Lithuania,2/4/2021,Oxford/AstraZeneca,3
Lithuania,2/4/2021,Pfizer/BioNTech,113907
Lithuania,2/5/2021,Moderna,4055
Lithuania,2/5/2021,Oxford/AstraZeneca,3
Lithuania,2/5/2021,Pfizer/BioNTech,121019
Lithuania,2/6/2021,Moderna,4055
Lithuania,2/6/2021,Oxford/AstraZeneca,4
Lithuania,2/6/2021,Pfizer/BioNTech,121742
Lithuania,2/7/2021,Moderna,4055
Lithuania,2/7/2021,Oxford/AstraZeneca,4
Lithuania,2/7/2021,Pfizer/BioNTech,121839
Lithuania,2/8/2021,Moderna,4143
Lithuania,2/8/2021,Oxford/AstraZeneca,4
Lithuania,2/8/2021,Pfizer/BioNTech,124403
Lithuania,2/9/2021,Moderna,4383
Lithuania,2/9/2021,Oxford/AstraZeneca,306
Lithuania,2/9/2021,Pfizer/BioNTech,126733
Lithuania,2/10/2021,Moderna,4696
Lithuania,2/10/2021,Oxford/AstraZeneca,3035
Lithuania,2/10/2021,Pfizer/BioNTech,129832
Lithuania,2/11/2021,Moderna,5127
Lithuania,2/11/2021,Oxford/AstraZeneca,5539
Lithuania,2/11/2021,Pfizer/BioNTech,135974
Lithuania,2/12/2021,Moderna,5754
Lithuania,2/12/2021,Oxford/AstraZeneca,7483
Lithuania,2/12/2021,Pfizer/BioNTech,140709
Lithuania,2/13/2021,Moderna,5755
Lithuania,2/13/2021,Oxford/AstraZeneca,7798
Lithuania,2/13/2021,Pfizer/BioNTech,140841
Lithuania,2/14/2021,Moderna,5755
Lithuania,2/14/2021,Oxford/AstraZeneca,7798
Lithuania,2/14/2021,Pfizer/BioNTech,140842
Lithuania,2/15/2021,Moderna,7007
Lithuania,2/15/2021,Oxford/AstraZeneca,9648
Lithuania,2/15/2021,Pfizer/BioNTech,142386
Lithuania,2/16/2021,Moderna,7007
Lithuania,2/16/2021,Oxford/AstraZeneca,9648
Lithuania,2/16/2021,Pfizer/BioNTech,142912
Lithuania,2/17/2021,Moderna,8360
Lithuania,2/17/2021,Oxford/AstraZeneca,10626
Lithuania,2/17/2021,Pfizer/BioNTech,148867
Lithuania,2/18/2021,Moderna,8897
Lithuania,2/18/2021,Oxford/AstraZeneca,12119
Lithuania,2/18/2021,Pfizer/BioNTech,158192
Lithuania,2/19/2021,Moderna,9374
Lithuania,2/19/2021,Oxford/AstraZeneca,14903
Lithuania,2/19/2021,Pfizer/BioNTech,165430
Lithuania,2/20/2021,Moderna,9374
Lithuania,2/20/2021,Oxford/AstraZeneca,15205
Lithuania,2/20/2021,Pfizer/BioNTech,166133
Lithuania,2/21/2021,Moderna,9374
Lithuania,2/21/2021,Oxford/AstraZeneca,15206
Lithuania,2/21/2021,Pfizer/BioNTech,166133
Lithuania,2/22/2021,Moderna,9542
Lithuania,2/22/2021,Oxford/AstraZeneca,17284
Lithuania,2/22/2021,Pfizer/BioNTech,169364
Lithuania,2/23/2021,Moderna,9955
Lithuania,2/23/2021,Oxford/AstraZeneca,19301
Lithuania,2/23/2021,Pfizer/BioNTech,175597
Lithuania,2/24/2021,Moderna,10089
Lithuania,2/24/2021,Oxford/AstraZeneca,22012
Lithuania,2/24/2021,Pfizer/BioNTech,184492
Lithuania,2/25/2021,Moderna,10800
Lithuania,2/25/2021,Oxford/AstraZeneca,26130
Lithuania,2/25/2021,Pfizer/BioNTech,191538
Lithuania,2/26/2021,Moderna,12305
Lithuania,2/26/2021,Oxford/AstraZeneca,30437
Lithuania,2/26/2021,Pfizer/BioNTech,195774
Lithuania,2/27/2021,Moderna,12305
Lithuania,2/27/2021,Oxford/AstraZeneca,31085
Lithuania,2/27/2021,Pfizer/BioNTech,195919
Lithuania,2/28/2021,Moderna,12305
Lithuania,2/28/2021,Oxford/AstraZeneca,31484
Lithuania,2/28/2021,Pfizer/BioNTech,195970
Lithuania,3/1/2021,Moderna,15791
Lithuania,3/1/2021,Oxford/AstraZeneca,34293
Lithuania,3/1/2021,Pfizer/BioNTech,197245
Lithuania,3/2/2021,Moderna,17680
Lithuania,3/2/2021,Oxford/AstraZeneca,35981
Lithuania,3/2/2021,Pfizer/BioNTech,203022
Lithuania,3/3/2021,Moderna,19490
Lithuania,3/3/2021,Oxford/AstraZeneca,39126
Lithuania,3/3/2021,Pfizer/BioNTech,210079
Lithuania,3/4/2021,Moderna,20560
Lithuania,3/4/2021,Oxford/AstraZeneca,42646
Lithuania,3/4/2021,Pfizer/BioNTech,220974
Lithuania,3/5/2021,Moderna,21142
Lithuania,3/5/2021,Oxford/AstraZeneca,46949
Lithuania,3/5/2021,Pfizer/BioNTech,230124
Lithuania,3/6/2021,Moderna,21230
Lithuania,3/6/2021,Oxford/AstraZeneca,47212
Lithuania,3/6/2021,Pfizer/BioNTech,230399
Lithuania,3/7/2021,Moderna,21230
Lithuania,3/7/2021,Oxford/AstraZeneca,47212
Lithuania,3/7/2021,Pfizer/BioNTech,230401
Lithuania,3/8/2021,Moderna,21711
Lithuania,3/8/2021,Oxford/AstraZeneca,53923
Lithuania,3/8/2021,Pfizer/BioNTech,232137
Lithuania,3/9/2021,Moderna,22676
Lithuania,3/9/2021,Oxford/AstraZeneca,56692
Lithuania,3/9/2021,Pfizer/BioNTech,240314
Lithuania,3/10/2021,Moderna,22871
Lithuania,3/10/2021,Oxford/AstraZeneca,62746
Lithuania,3/10/2021,Pfizer/BioNTech,249720
Lithuania,3/11/2021,Moderna,22871
Lithuania,3/11/2021,Oxford/AstraZeneca,63103
Lithuania,3/11/2021,Pfizer/BioNTech,250500
Lithuania,3/12/2021,Moderna,23125
Lithuania,3/12/2021,Oxford/AstraZeneca,69318
Lithuania,3/12/2021,Pfizer/BioNTech,261981
Lithuania,3/13/2021,Moderna,23125
Lithuania,3/13/2021,Oxford/AstraZeneca,69606
Lithuania,3/13/2021,Pfizer/BioNTech,263439
Lithuania,3/14/2021,Moderna,23125
Lithuania,3/14/2021,Oxford/AstraZeneca,69614
Lithuania,3/14/2021,Pfizer/BioNTech,263457
Lithuania,3/15/2021,Moderna,23225
Lithuania,3/15/2021,Oxford/AstraZeneca,75389
Lithuania,3/15/2021,Pfizer/BioNTech,265637
Lithuania,3/16/2021,Moderna,23428
Lithuania,3/16/2021,Oxford/AstraZeneca,78722
Lithuania,3/16/2021,Pfizer/BioNTech,272318
Lithuania,3/17/2021,Moderna,23534
Lithuania,3/17/2021,Oxford/AstraZeneca,78816
Lithuania,3/17/2021,Pfizer/BioNTech,282665
Lithuania,3/18/2021,Moderna,23667
Lithuania,3/18/2021,Oxford/AstraZeneca,78843
Lithuania,3/18/2021,Pfizer/BioNTech,290923
Lithuania,3/19/2021,Moderna,25881
Lithuania,3/19/2021,Oxford/AstraZeneca,79372
Lithuania,3/19/2021,Pfizer/BioNTech,297467
Lithuania,3/20/2021,Moderna,26415
Lithuania,3/20/2021,Oxford/AstraZeneca,79372
Lithuania,3/20/2021,Pfizer/BioNTech,297666
Lithuania,3/21/2021,Moderna,26417
Lithuania,3/21/2021,Oxford/AstraZeneca,79373
Lithuania,3/21/2021,Pfizer/BioNTech,297696
Lithuania,3/22/2021,Moderna,31234
Lithuania,3/22/2021,Oxford/AstraZeneca,81669
Lithuania,3/22/2021,Pfizer/BioNTech,298833
Lithuania,3/23/2021,Moderna,32794
Lithuania,3/23/2021,Oxford/AstraZeneca,84457
Lithuania,3/23/2021,Pfizer/BioNTech,307395
Lithuania,3/24/2021,Moderna,33910
Lithuania,3/24/2021,Oxford/AstraZeneca,89053
Lithuania,3/24/2021,Pfizer/BioNTech,319318
Lithuania,3/25/2021,Moderna,34916
Lithuania,3/25/2021,Oxford/AstraZeneca,93515
Lithuania,3/25/2021,Pfizer/BioNTech,330822
Lithuania,3/26/2021,Moderna,36543
Lithuania,3/26/2021,Oxford/AstraZeneca,99080
Lithuania,3/26/2021,Pfizer/BioNTech,340078
Lithuania,3/27/2021,Moderna,36619
Lithuania,3/27/2021,Oxford/AstraZeneca,101907
Lithuania,3/27/2021,Pfizer/BioNTech,340329
Lithuania,3/28/2021,Moderna,36619
Lithuania,3/28/2021,Oxford/AstraZeneca,102008
Lithuania,3/28/2021,Pfizer/BioNTech,340413
Lithuania,3/29/2021,Moderna,38041
Lithuania,3/29/2021,Oxford/AstraZeneca,107460
Lithuania,3/29/2021,Pfizer/BioNTech,341405
Lithuania,3/30/2021,Moderna,38230
Lithuania,3/30/2021,Oxford/AstraZeneca,109995
Lithuania,3/30/2021,Pfizer/BioNTech,351575
Lithuania,3/31/2021,Moderna,39670
Lithuania,3/31/2021,Oxford/AstraZeneca,112069
Lithuania,3/31/2021,Pfizer/BioNTech,368818
Lithuania,4/1/2021,Moderna,46934
Lithuania,4/1/2021,Oxford/AstraZeneca,114930
Lithuania,4/1/2021,Pfizer/BioNTech,377024
Lithuania,4/2/2021,Moderna,53445
Lithuania,4/2/2021,Oxford/AstraZeneca,120631
Lithuania,4/2/2021,Pfizer/BioNTech,384621
Lithuania,4/3/2021,Moderna,53638
Lithuania,4/3/2021,Oxford/AstraZeneca,128339
Lithuania,4/3/2021,Pfizer/BioNTech,385388
Lithuania,4/4/2021,Moderna,53638
Lithuania,4/4/2021,Oxford/AstraZeneca,130741
Lithuania,4/4/2021,Pfizer/BioNTech,385396
Lithuania,4/5/2021,Moderna,53648
Lithuania,4/5/2021,Oxford/AstraZeneca,134250
Lithuania,4/5/2021,Pfizer/BioNTech,385592
Lithuania,4/6/2021,Moderna,56316
Lithuania,4/6/2021,Oxford/AstraZeneca,144840
Lithuania,4/6/2021,Pfizer/BioNTech,387032
Lithuania,4/7/2021,Moderna,57566
Lithuania,4/7/2021,Oxford/AstraZeneca,154794
Lithuania,4/7/2021,Pfizer/BioNTech,388582
Lithuania,4/8/2021,Moderna,58984
Lithuania,4/8/2021,Oxford/AstraZeneca,157521
Lithuania,4/8/2021,Pfizer/BioNTech,411388
Lithuania,4/9/2021,Moderna,59416
Lithuania,4/9/2021,Oxford/AstraZeneca,162759
Lithuania,4/9/2021,Pfizer/BioNTech,439210
Lithuania,4/10/2021,Moderna,59493
Lithuania,4/10/2021,Oxford/AstraZeneca,166959
Lithuania,4/10/2021,Pfizer/BioNTech,450560
Lithuania,4/11/2021,Moderna,59551
Lithuania,4/11/2021,Oxford/AstraZeneca,167582
Lithuania,4/11/2021,Pfizer/BioNTech,451605
Lithuania,4/12/2021,Moderna,59808
Lithuania,4/12/2021,Oxford/AstraZeneca,171623
Lithuania,4/12/2021,Pfizer/BioNTech,456076
Lithuania,4/13/2021,Moderna,60215
Lithuania,4/13/2021,Oxford/AstraZeneca,174173
Lithuania,4/13/2021,Pfizer/BioNTech,471959
Lithuania,4/14/2021,Moderna,60437
Lithuania,4/14/2021,Oxford/AstraZeneca,175244
Lithuania,4/14/2021,Pfizer/BioNTech,497469
Lithuania,4/15/2021,Moderna,60686
Lithuania,4/15/2021,Oxford/AstraZeneca,178565
Lithuania,4/15/2021,Pfizer/BioNTech,517097
Lithuania,4/16/2021,Moderna,60952
Lithuania,4/16/2021,Oxford/AstraZeneca,184809
Lithuania,4/16/2021,Pfizer/BioNTech,531039
Lithuania,4/17/2021,Moderna,60984
Lithuania,4/17/2021,Oxford/AstraZeneca,185985
Lithuania,4/17/2021,Pfizer/BioNTech,532339
Lithuania,4/18/2021,Moderna,60984
Lithuania,4/18/2021,Oxford/AstraZeneca,186065
Lithuania,4/18/2021,Pfizer/BioNTech,532343
Lithuania,4/19/2021,Moderna,61416
Lithuania,4/19/2021,Oxford/AstraZeneca,190039
Lithuania,4/19/2021,Pfizer/BioNTech,533785
Lithuania,4/20/2021,Moderna,63172
Lithuania,4/20/2021,Oxford/AstraZeneca,191513
Lithuania,4/20/2021,Pfizer/BioNTech,545824
Lithuania,4/21/2021,Johnson&Johnson,4
Lithuania,4/21/2021,Moderna,67321
Lithuania,4/21/2021,Oxford/AstraZeneca,192157
Lithuania,4/21/2021,Pfizer/BioNTech,567706
Lithuania,4/22/2021,Johnson&Johnson,4
Lithuania,4/22/2021,Moderna,71247
Lithuania,4/22/2021,Oxford/AstraZeneca,194297
Lithuania,4/22/2021,Pfizer/BioNTech,587808
Lithuania,4/23/2021,Johnson&Johnson,6
Lithuania,4/23/2021,Moderna,72712
Lithuania,4/23/2021,Oxford/AstraZeneca,202177
Lithuania,4/23/2021,Pfizer/BioNTech,603123
Lithuania,4/24/2021,Johnson&Johnson,6
Lithuania,4/24/2021,Moderna,74064
Lithuania,4/24/2021,Oxford/AstraZeneca,203457
Lithuania,4/24/2021,Pfizer/BioNTech,605042
Lithuania,4/25/2021,Johnson&Johnson,6
Lithuania,4/25/2021,Moderna,74065
Lithuania,4/25/2021,Oxford/AstraZeneca,203478
Lithuania,4/25/2021,Pfizer/BioNTech,605289
Lithuania,4/26/2021,Johnson&Johnson,16
Lithuania,4/26/2021,Moderna,74876
Lithuania,4/26/2021,Oxford/AstraZeneca,207752
Lithuania,4/26/2021,Pfizer/BioNTech,606376
Lithuania,4/27/2021,Johnson&Johnson,66
Lithuania,4/27/2021,Moderna,75300
Lithuania,4/27/2021,Oxford/AstraZeneca,209117
Lithuania,4/27/2021,Pfizer/BioNTech,617627
Lithuania,4/28/2021,Johnson&Johnson,228
Lithuania,4/28/2021,Moderna,75872
Lithuania,4/28/2021,Oxford/AstraZeneca,209805
Lithuania,4/28/2021,Pfizer/BioNTech,631592
Lithuania,4/29/2021,Johnson&Johnson,340
Lithuania,4/29/2021,Moderna,77952
Lithuania,4/29/2021,Oxford/AstraZeneca,211963
Lithuania,4/29/2021,Pfizer/BioNTech,659972
Lithuania,4/30/2021,Johnson&Johnson,436
Lithuania,4/30/2021,Moderna,82367
Lithuania,4/30/2021,Oxford/AstraZeneca,213650
Lithuania,4/30/2021,Pfizer/BioNTech,691506
Lithuania,5/1/2021,Johnson&Johnson,478
Lithuania,5/1/2021,Moderna,82794
Lithuania,5/1/2021,Oxford/AstraZeneca,214486
Lithuania,5/1/2021,Pfizer/BioNTech,705993
Lithuania,5/2/2021,Johnson&Johnson,478
Lithuania,5/2/2021,Moderna,82795
Lithuania,5/2/2021,Oxford/AstraZeneca,214493
Lithuania,5/2/2021,Pfizer/BioNTech,706733
Lithuania,5/3/2021,Johnson&Johnson,602
Lithuania,5/3/2021,Moderna,86072
Lithuania,5/3/2021,Oxford/AstraZeneca,219232
Lithuania,5/3/2021,Pfizer/BioNTech,712000
Lithuania,5/4/2021,Johnson&Johnson,912
Lithuania,5/4/2021,Moderna,89176
Lithuania,5/4/2021,Oxford/AstraZeneca,222746
Lithuania,5/4/2021,Pfizer/BioNTech,733391
Lithuania,5/5/2021,Johnson&Johnson,1442
Lithuania,5/5/2021,Moderna,90828
Lithuania,5/5/2021,Oxford/AstraZeneca,225998
Lithuania,5/5/2021,Pfizer/BioNTech,762713
Lithuania,5/6/2021,Johnson&Johnson,2092
Lithuania,5/6/2021,Moderna,96532
Lithuania,5/6/2021,Oxford/AstraZeneca,229879
Lithuania,5/6/2021,Pfizer/BioNTech,788074
Lithuania,5/7/2021,Johnson&Johnson,3798
Lithuania,5/7/2021,Moderna,101076
Lithuania,5/7/2021,Oxford/AstraZeneca,238656
Lithuania,5/7/2021,Pfizer/BioNTech,806982
Lithuania,5/8/2021,Johnson&Johnson,4098
Lithuania,5/8/2021,Moderna,102527
Lithuania,5/8/2021,Oxford/AstraZeneca,248762
Lithuania,5/8/2021,Pfizer/BioNTech,810943
Lithuania,5/9/2021,Johnson&Johnson,4100
Lithuania,5/9/2021,Moderna,102527
Lithuania,5/9/2021,Oxford/AstraZeneca,255894
Lithuania,5/9/2021,Pfizer/BioNTech,810944
Lithuania,5/10/2021,Johnson&Johnson,5754
Lithuania,5/10/2021,Moderna,104840
Lithuania,5/10/2021,Oxford/AstraZeneca,270121
Lithuania,5/10/2021,Pfizer/BioNTech,813414
Lithuania,5/11/2021,Johnson&Johnson,6484
Lithuania,5/11/2021,Moderna,107652
Lithuania,5/11/2021,Oxford/AstraZeneca,273259
Lithuania,5/11/2021,Pfizer/BioNTech,833245
Lithuania,5/12/2021,Johnson&Johnson,6922
Lithuania,5/12/2021,Moderna,108841
Lithuania,5/12/2021,Oxford/AstraZeneca,275868
Lithuania,5/12/2021,Pfizer/BioNTech,860741
Lithuania,5/13/2021,Johnson&Johnson,7844
Lithuania,5/13/2021,Moderna,110958
Lithuania,5/13/2021,Oxford/AstraZeneca,278695
Lithuania,5/13/2021,Pfizer/BioNTech,885118
Lithuania,5/14/2021,Johnson&Johnson,8508
Lithuania,5/14/2021,Moderna,113770
Lithuania,5/14/2021,Oxford/AstraZeneca,282815
Lithuania,5/14/2021,Pfizer/BioNTech,909127
Lithuania,5/15/2021,Johnson&Johnson,8540
Lithuania,5/15/2021,Moderna,114010
Lithuania,5/15/2021,Oxford/AstraZeneca,285432
Lithuania,5/15/2021,Pfizer/BioNTech,912386
Lithuania,5/16/2021,Johnson&Johnson,8540
Lithuania,5/16/2021,Moderna,114135
Lithuania,5/16/2021,Oxford/AstraZeneca,285472
Lithuania,5/16/2021,Pfizer/BioNTech,912723
Lithuania,5/17/2021,Johnson&Johnson,9406
Lithuania,5/17/2021,Moderna,122559
Lithuania,5/17/2021,Oxford/AstraZeneca,289810
Lithuania,5/17/2021,Pfizer/BioNTech,914894
Lithuania,5/18/2021,Johnson&Johnson,10656
Lithuania,5/18/2021,Moderna,124639
Lithuania,5/18/2021,Oxford/AstraZeneca,292511
Lithuania,5/18/2021,Pfizer/BioNTech,933517
Lithuania,5/19/2021,Johnson&Johnson,11974
Lithuania,5/19/2021,Moderna,127779
Lithuania,5/19/2021,Oxford/AstraZeneca,296200
Lithuania,5/19/2021,Pfizer/BioNTech,958629
Lithuania,5/20/2021,Johnson&Johnson,14330
Lithuania,5/20/2021,Moderna,130462
Lithuania,5/20/2021,Oxford/AstraZeneca,300709
Lithuania,5/20/2021,Pfizer/BioNTech,981799
Lithuania,5/21/2021,Johnson&Johnson,16302
Lithuania,5/21/2021,Moderna,133212
Lithuania,5/21/2021,Oxford/AstraZeneca,304754
Lithuania,5/21/2021,Pfizer/BioNTech,998973
Lithuania,5/22/2021,Johnson&Johnson,16736
Lithuania,5/22/2021,Moderna,134740
Lithuania,5/22/2021,Oxford/AstraZeneca,305120
Lithuania,5/22/2021,Pfizer/BioNTech,1005741
Lithuania,5/23/2021,Johnson&Johnson,17384
Lithuania,5/23/2021,Moderna,134875
Lithuania,5/23/2021,Oxford/AstraZeneca,305149
Lithuania,5/23/2021,Pfizer/BioNTech,1006764
Lithuania,5/24/2021,Johnson&Johnson,19532
Lithuania,5/24/2021,Moderna,137518
Lithuania,5/24/2021,Oxford/AstraZeneca,309035
Lithuania,5/24/2021,Pfizer/BioNTech,1012660
Lithuania,5/25/2021,Johnson&Johnson,21352
Lithuania,5/25/2021,Moderna,139809
Lithuania,5/25/2021,Oxford/AstraZeneca,311984
Lithuania,5/25/2021,Pfizer/BioNTech,1031394
Lithuania,5/26/2021,Johnson&Johnson,22970
Lithuania,5/26/2021,Moderna,140769
Lithuania,5/26/2021,Oxford/AstraZeneca,315799
Lithuania,5/26/2021,Pfizer/BioNTech,1054315
Lithuania,5/27/2021,Johnson&Johnson,25154
Lithuania,5/27/2021,Moderna,141607
Lithuania,5/27/2021,Oxford/AstraZeneca,318685
Lithuania,5/27/2021,Pfizer/BioNTech,1078884
Lithuania,5/28/2021,Johnson&Johnson,28098
Lithuania,5/28/2021,Moderna,144698
Lithuania,5/28/2021,Oxford/AstraZeneca,322500
Lithuania,5/28/2021,Pfizer/BioNTech,1101596
Lithuania,5/29/2021,Johnson&Johnson,34308
Lithuania,5/29/2021,Moderna,145004
Lithuania,5/29/2021,Oxford/AstraZeneca,322790
Lithuania,5/29/2021,Pfizer/BioNTech,1106341
Lithuania,5/30/2021,Johnson&Johnson,34308
Lithuania,5/30/2021,Moderna,145066
Lithuania,5/30/2021,Oxford/AstraZeneca,322808
Lithuania,5/30/2021,Pfizer/BioNTech,1106853
Lithuania,5/31/2021,Johnson&Johnson,35158
Lithuania,5/31/2021,Moderna,149015
Lithuania,5/31/2021,Oxford/AstraZeneca,332682
Lithuania,5/31/2021,Pfizer/BioNTech,1110692
Lithuania,6/1/2021,Johnson&Johnson,36566
Lithuania,6/1/2021,Moderna,151981
Lithuania,6/1/2021,Oxford/AstraZeneca,335278
Lithuania,6/1/2021,Pfizer/BioNTech,1136578
Lithuania,6/2/2021,Johnson&Johnson,37980
Lithuania,6/2/2021,Moderna,153421
Lithuania,6/2/2021,Oxford/AstraZeneca,340663
Lithuania,6/2/2021,Pfizer/BioNTech,1169091
Lithuania,6/3/2021,Johnson&Johnson,40184
Lithuania,6/3/2021,Moderna,155452
Lithuania,6/3/2021,Oxford/AstraZeneca,343676
Lithuania,6/3/2021,Pfizer/BioNTech,1199536
Lithuania,6/4/2021,Johnson&Johnson,43226
Lithuania,6/4/2021,Moderna,158744
Lithuania,6/4/2021,Oxford/AstraZeneca,350269
Lithuania,6/4/2021,Pfizer/BioNTech,1229239
Lithuania,6/5/2021,Johnson&Johnson,48002
Lithuania,6/5/2021,Moderna,160434
Lithuania,6/5/2021,Oxford/AstraZeneca,350666
Lithuania,6/5/2021,Pfizer/BioNTech,1240705
Lithuania,6/6/2021,Johnson&Johnson,48010
Lithuania,6/6/2021,Moderna,160528
Lithuania,6/6/2021,Oxford/AstraZeneca,350720
Lithuania,6/6/2021,Pfizer/BioNTech,1246169
Lithuania,6/7/2021,Johnson&Johnson,51222
Lithuania,6/7/2021,Moderna,163246
Lithuania,6/7/2021,Oxford/AstraZeneca,362989
Lithuania,6/7/2021,Pfizer/BioNTech,1251123
Lithuania,6/8/2021,Johnson&Johnson,54324
Lithuania,6/8/2021,Moderna,166139
Lithuania,6/8/2021,Oxford/AstraZeneca,366785
Lithuania,6/8/2021,Pfizer/BioNTech,1269235
Lithuania,6/9/2021,Johnson&Johnson,58140
Lithuania,6/9/2021,Moderna,167956
Lithuania,6/9/2021,Oxford/AstraZeneca,369506
Lithuania,6/9/2021,Pfizer/BioNTech,1290523
Lithuania,6/10/2021,Johnson&Johnson,61718
Lithuania,6/10/2021,Moderna,170337
Lithuania,6/10/2021,Oxford/AstraZeneca,371422
Lithuania,6/10/2021,Pfizer/BioNTech,1309558
Lithuania,6/11/2021,Johnson&Johnson,65244
Lithuania,6/11/2021,Moderna,173343
Lithuania,6/11/2021,Oxford/AstraZeneca,373422
Lithuania,6/11/2021,Pfizer/BioNTech,1325848
Lithuania,6/12/2021,Johnson&Johnson,67184
Lithuania,6/12/2021,Moderna,173578
Lithuania,6/12/2021,Oxford/AstraZeneca,373692
Lithuania,6/12/2021,Pfizer/BioNTech,1330297
Lithuania,6/13/2021,Johnson&Johnson,73222
Lithuania,6/13/2021,Moderna,173713
Lithuania,6/13/2021,Oxford/AstraZeneca,373769
Lithuania,6/13/2021,Pfizer/BioNTech,1331257
Lithuania,6/14/2021,Johnson&Johnson,74568
Lithuania,6/14/2021,Moderna,182736
Lithuania,6/14/2021,Oxford/AstraZeneca,378903
Lithuania,6/14/2021,Pfizer/BioNTech,1336057
Lithuania,6/15/2021,Johnson&Johnson,78466
Lithuania,6/15/2021,Moderna,184820
Lithuania,6/15/2021,Oxford/AstraZeneca,381867
Lithuania,6/15/2021,Pfizer/BioNTech,1353360
Lithuania,6/16/2021,Johnson&Johnson,80754
Lithuania,6/16/2021,Moderna,187383
Lithuania,6/16/2021,Oxford/AstraZeneca,387678
Lithuania,6/16/2021,Pfizer/BioNTech,1372684
Lithuania,6/17/2021,Johnson&Johnson,83274
Lithuania,6/17/2021,Moderna,189583
Lithuania,6/17/2021,Oxford/AstraZeneca,392103
Lithuania,6/17/2021,Pfizer/BioNTech,1393766
Lithuania,6/18/2021,Johnson&Johnson,84250
Lithuania,6/18/2021,Moderna,191072
Lithuania,6/18/2021,Oxford/AstraZeneca,397062
Lithuania,6/18/2021,Pfizer/BioNTech,1412437
Lithuania,6/19/2021,Johnson&Johnson,85390
Lithuania,6/19/2021,Moderna,191603
Lithuania,6/19/2021,Oxford/AstraZeneca,400208
Lithuania,6/19/2021,Pfizer/BioNTech,1414696
Lithuania,6/20/2021,Johnson&Johnson,85922
Lithuania,6/20/2021,Moderna,191728
Lithuania,6/20/2021,Oxford/AstraZeneca,400307
Lithuania,6/20/2021,Pfizer/BioNTech,1415258
Lithuania,6/21/2021,Johnson&Johnson,88106
Lithuania,6/21/2021,Moderna,194054
Lithuania,6/21/2021,Oxford/AstraZeneca,406784
Lithuania,6/21/2021,Pfizer/BioNTech,1421402
Lithuania,6/22/2021,Johnson&Johnson,89080
Lithuania,6/22/2021,Moderna,196040
Lithuania,6/22/2021,Oxford/AstraZeneca,411955
Lithuania,6/22/2021,Pfizer/BioNTech,1439107
Lithuania,6/23/2021,Johnson&Johnson,89232
Lithuania,6/23/2021,Moderna,196829
Lithuania,6/23/2021,Oxford/AstraZeneca,419391
Lithuania,6/23/2021,Pfizer/BioNTech,1458317
Lithuania,6/24/2021,Johnson&Johnson,89502
